date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:25:20	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2009%20May%202024%2001:26:59%20GMT	https://nid.naver.com/user2/api/route?m=routeIdInquiry&lang=en_US	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/api/routec597	(from https://nid.naver.com/nidlogin.login)
19:25:20	457/457	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2001:26:59%20GMT	https://nid.naver.com/user2/help/idInquiry?lang=en_US	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/help/idInquiry380c.html	(from https://nid.naver.com/nidlogin.login)
19:25:20	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2009%20May%202024%2001:26:59%20GMT	https://nid.naver.com/user2/V2Join?m=agree&lang=en_US	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/V2Join53a8	(from https://nid.naver.com/nidlogin.login)
19:25:21	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2009%20May%202024%2001:27:00%20GMT	https://nid.naver.com/oauth/global/initSNS?idp_cd=facebook&locale=en_US&svctype=1&postDataKey=&url=https%3A%2F%2Fwww.naver.com	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/oauth/global/initSNS2c7c	(from https://nid.naver.com/nidlogin.login)
19:25:21	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2009%20May%202024%2001:27:00%20GMT	https://nid.naver.com/oauth/global/initSNS?idp_cd=line&locale=en_US&svctype=1&postDataKey=&url=https%3A%2F%2Fwww.naver.com	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/oauth/global/initSNSa66f	(from https://nid.naver.com/nidlogin.login)
19:25:22	78942/78942	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2001:27:00%20GMT	https://nid.naver.com/user2/join/agree?lang=en_US&realname=	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/join/agree116f.html	(from https://nid.naver.com/nidlogin.login)
19:25:22	21505/21505	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Oct%202021%2005:48:39%20GMT	https://ssl.pstatic.net/static/nid/login/m_sp_00_common_978240a6.png	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/ssl.pstatic.net/static/nid/login/m_sp_00_common_978240a6.png	(from https://nid.naver.com/login/css/global/desktop/w_20240404.css?20240415)
19:25:23	215201/215201	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d18e-348a1%22	https://nid.naver.com/login/js/v2/module/output/default/common_202105.js?v=	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/login/js/v2/module/output/default/common_202105ec92.js	(from https://nid.naver.com/nidlogin.login)
19:25:24	224993/224993	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d18e-36ee1%22	https://nid.naver.com/login/js/v2/module/output/default/default_202105.js?v=	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/login/js/v2/module/output/default/default_202105ec92.js	(from https://nid.naver.com/nidlogin.login)
19:25:25	4403/4403	---MCZ	200	added ('OK')	text/css	etag:W/%226639d18e-1133%22	https://nid.naver.com/login/css/security2.css	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/login/css/security2.css	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:26	1948/1948	---M--	200	added ('OK')	image/gif	etag:%2261812601-79c%22	https://static.nid.naver.com/images/login/common/h_ip_security_set_v2.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_ip_security_set_v2.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:26	1426/1426	---M--	200	added ('OK')	image/gif	etag:%2261812601-592%22	https://static.nid.naver.com/images/login/common/tab_scr_ip_on_v2.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/tab_scr_ip_on_v2.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:26	746/746	---M--	200	added ('OK')	image/gif	etag:%2261812601-2ea%22	https://static.nid.naver.com/images/login/common/h_ip_security.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_ip_security.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:27	4347/4347	---M--	200	added ('OK')	image/gif	etag:%2261812601-10fb%22	https://static.nid.naver.com/images/login/common/p_ip_security.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/p_ip_security.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:27	362/362	---M--	200	added ('OK')	image/gif	etag:%2261812601-16a%22	https://static.nid.naver.com/images/login/common/h_set_scr_ip.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_set_scr_ip.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:27	74/74	---M--	200	added ('OK')	image/gif	etag:%2261812601-4a%22	https://static.nid.naver.com/images/login/common/btn_on.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/btn_on.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:27	79/79	---M--	200	added ('OK')	image/gif	etag:%2261812601-4f%22	https://static.nid.naver.com/images/login/common/btn_off.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/btn_off.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:28	655/655	---M--	200	added ('OK')	image/gif	etag:%2261812601-28f%22	https://static.nid.naver.com/images/login/common/h_ip1.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_ip1.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:28	689/689	---M--	200	added ('OK')	image/gif	etag:%2261812601-2b1%22	https://static.nid.naver.com/images/login/common/h_ip2.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_ip2.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:28	703/703	---M--	200	added ('OK')	image/gif	etag:%2261812601-2bf%22	https://static.nid.naver.com/images/login/common/h_ip3.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_ip3.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:28	407/407	---M--	200	added ('OK')	image/gif	etag:%2261812601-197%22	https://static.nid.naver.com/images/login/common/h_nouse.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/h_nouse.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:28	233/233	---M--	200	added ('OK')	image/gif	etag:%2261812601-e9%22	https://static.nid.naver.com/images/login/common/btn_more_help.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/common/btn_more_help.gif	(from https://nid.naver.com/login/ext/help_ip3.html)
19:25:29	6693/6693	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e78363f-1a25%22	https://nid.naver.com/inc/common/js/base64.js	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/common/js/base64.js	(from https://nid.naver.com/user2/help/pwInquiry?lang=en_US)
19:25:29	37685/37685	---MCZ	200	added ('OK')	text/css	etag:W/%2265eeb0e0-9335%22	https://nid.naver.com/inc/user/css/realname.min.css?240118	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/user/css/realname.min61a8.css	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:29	12336/12336	---MCZ	200	added ('OK')	text/css	etag:W/%22654c5a89-3030%22	https://nid.naver.com/inc/user/css/realname_dark.min.css?231109	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/user/css/realname_dark.min07e0.css	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:29	25954/25954	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263a3f357-6562%22	https://nid.naver.com/inc/common/js/lcslog.js?r=20221103	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/common/js/lcslog8231.js	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:30	19398/19398	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263a3f357-4bc6%22	https://nid.naver.com/inc/common/js/nclk_v0.8.1.js?r=20221103	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/common/js/nclk_v0.8.18231.js	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:30	13683/13683	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2001:27:09%20GMT	https://nid.naver.com/user2/common/terms/terms2?t=viewNaverJoinPPen&v=3	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/common/terms/terms24908.html	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:30	1541/1541	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2001:27:09%20GMT	https://nid.naver.com/user2/common/terms/terms2?t=viewNaverJoinOPPen&v=1	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/common/terms/terms2f4d4.html	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:31	75949/75949	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2001:27:09%20GMT	https://nid.naver.com/user2/join/groupJoin?lang=en_US	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/join/groupJoin380c.html	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:32	95825/95825	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e78363f-17651%22	https://nid.naver.com/inc/common/js/jquery.min.js	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/common/js/jquery.min.js	(from https://nid.naver.com/user2/join/agree?lang=en_US&realname=)
19:25:32	1607/1607	---M--	200	added ('OK')	image/gif	etag:%2261812601-647%22	https://static.nid.naver.com/images/login/bg_security.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/bg_security.gif	(from https://nid.naver.com/login/css/security2.css)
19:25:32	545/545	---M--	200	added ('OK')	image/gif	etag:%2261812601-221%22	https://static.nid.naver.com/images/login/bg_box.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/bg_box.gif	(from https://nid.naver.com/login/css/security2.css)
19:25:32	43/43	---M--	200	added ('OK')	image/gif	etag:%2261812601-2b%22	https://static.nid.naver.com/images/login/line_double.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/line_double.gif	(from https://nid.naver.com/login/css/security2.css)
19:25:33	38874/38874	---MCZ	200	added ('OK')	text/css	etag:W/%2265eeb0e0-97da%22	https://nid.naver.com/inc/common/css/join.min.css?240108	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/common/css/join.min57d4.css	(from https://nid.naver.com/user2/common/terms/terms2?t=viewNaverJoinPPen&v=3)
19:25:33	26413/26413	---MCZ	200	added ('OK')	text/css	etag:W/%2263a3f357-672d%22	https://nid.naver.com/inc/user/css/join_group.css?20220511	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/user/css/join_group6e2e.css	(from https://nid.naver.com/user2/join/groupJoin?lang=en_US)
19:25:33	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2009%20May%202024%2001:27:12%20GMT	https://nid.naver.com/user/join.html?lang=en_US	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user/join380c.html	(from https://nid.naver.com/user2/join/groupJoin?lang=en_US)
19:25:33	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2009%20May%202024%2001:27:12%20GMT	https://nid.naver.com/user2/V2Join?m=agree&lang=en_US&cpno=	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/user2/V2Join8ab1	(from https://nid.naver.com/user2/join/groupJoin?lang=en_US)
19:25:34	1934/1934	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e78363f-78e%22	https://nid.naver.com/inc/common/js/sp.js	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/nid.naver.com/inc/common/js/sp.js	(from https://nid.naver.com/user2/join/groupJoin?lang=en_US)
19:25:34	1403/1403	---M--	200	added ('OK')	image/gif	etag:%2261812601-57b%22	https://static.nid.naver.com/images/login/bg_pop_header_v2.gif	C:/Users/axell/OneDrive/Documents/Freelance/hax/blogHax/static.nid.naver.com/images/login/bg_pop_header_v2.gif	(from https://nid.naver.com/login/css/security2.css)
